2020-09-04 10:53:40.844 DEBUG 19016 --- [main] .c.l.ClasspathLoggingApplicationListener : Application started with classpath: unknown
2020-09-04 10:53:41.274 DEBUG 19016 --- [Attach Listener] sun.rmi.transport.tcp                    : Attach Listener: localHostKnown = true, localHost = 16.168.146.181
2020-09-04 10:53:49.364 DEBUG 19016 --- [RMI TCP Connection(1)-16.168.146.181] sun.rmi.loader                           : RMI TCP Connection(1)-16.168.146.181: name = "java.rmi.server.ObjID", codebase = "", defaultLoader = jdk.internal.loader.ClassLoaders$PlatformClassLoader@6658db08
2020-09-04 10:53:49.368 DEBUG 19016 --- [RMI TCP Connection(1)-16.168.146.181] sun.rmi.loader                           : RMI TCP Connection(1)-16.168.146.181: name = "java.rmi.server.UID", codebase = "", defaultLoader = jdk.internal.loader.ClassLoaders$PlatformClassLoader@6658db08
2020-09-04 10:53:49.374 DEBUG 19016 --- [RMI TCP Connection(1)-16.168.146.181] sun.rmi.loader                           : RMI TCP Connection(1)-16.168.146.181: name = "java.rmi.dgc.Lease", codebase = "", defaultLoader = jdk.internal.loader.ClassLoaders$PlatformClassLoader@6658db08
2020-09-04 10:53:49.381 DEBUG 19016 --- [RMI TCP Connection(1)-16.168.146.181] sun.rmi.loader                           : RMI TCP Connection(1)-16.168.146.181: name = "java.rmi.dgc.VMID", codebase = "", defaultLoader = jdk.internal.loader.ClassLoaders$PlatformClassLoader@6658db08
2020-09-04 10:53:49.412 DEBUG 19016 --- [RMI TCP Connection(1)-16.168.146.181] sun.rmi.loader                           : RMI TCP Connection(1)-16.168.146.181: name = "[B", codebase = "", defaultLoader = jdk.internal.loader.ClassLoaders$PlatformClassLoader@6658db08
2020-09-04 10:53:49.435 DEBUG 19016 --- [RMI TCP Connection(1)-16.168.146.181] sun.rmi.transport.tcp                    : RMI TCP Connection(1)-16.168.146.181: (port 56028) op = 80
2020-09-04 10:53:49.531 DEBUG 19016 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'mailSender' via factory method to bean named 'spring.mail-org.springframework.boot.autoconfigure.mail.MailProperties'
2020-09-04 10:53:49.544 DEBUG 19016 --- [RMI TCP Connection(1)-16.168.146.181] sun.rmi.transport.tcp                    : RMI TCP Connection(1)-16.168.146.181: (port 56028) op = 80
2020-09-04 10:53:49.546 DEBUG 19016 --- [RMI TCP Connection(1)-16.168.146.181] sun.rmi.loader                           : RMI TCP Connection(1)-16.168.146.181: name = "[Ljava.rmi.server.ObjID;", codebase = "", defaultLoader = jdk.internal.loader.ClassLoaders$PlatformClassLoader@6658db08
2020-09-04 10:53:49.548 DEBUG 19016 --- [RMI TCP Connection(1)-16.168.146.181] sun.rmi.loader                           : RMI TCP Connection(1)-16.168.146.181: name = "java.rmi.server.ObjID", codebase = "", defaultLoader = jdk.internal.loader.ClassLoaders$PlatformClassLoader@6658db08
2020-09-04 10:53:49.550 DEBUG 19016 --- [RMI TCP Connection(1)-16.168.146.181] sun.rmi.loader                           : RMI TCP Connection(1)-16.168.146.181: name = "java.rmi.server.UID", codebase = "", defaultLoader = jdk.internal.loader.ClassLoaders$PlatformClassLoader@6658db08
2020-09-04 10:53:49.552 DEBUG 19016 --- [RMI TCP Connection(1)-16.168.146.181] sun.rmi.loader                           : RMI TCP Connection(1)-16.168.146.181: name = "java.rmi.dgc.Lease", codebase = "", defaultLoader = jdk.internal.loader.ClassLoaders$PlatformClassLoader@6658db08
2020-09-04 10:53:49.599 DEBUG 19016 --- [RMI TCP Connection(1)-16.168.146.181] sun.rmi.loader                           : RMI TCP Connection(1)-16.168.146.181: name = "java.rmi.dgc.VMID", codebase = "", defaultLoader = jdk.internal.loader.ClassLoaders$PlatformClassLoader@6658db08
2020-09-04 10:53:49.618 DEBUG 19016 --- [RMI TCP Connection(1)-16.168.146.181] sun.rmi.loader                           : RMI TCP Connection(1)-16.168.146.181: name = "[B", codebase = "", defaultLoader = jdk.internal.loader.ClassLoaders$PlatformClassLoader@6658db08
2020-09-04 10:53:49.623 DEBUG 19016 --- [RMI TCP Connection(1)-16.168.146.181] sun.rmi.transport.tcp                    : RMI TCP Connection(1)-16.168.146.181: (port 56028) op = 84
2020-09-04 10:53:49.625 DEBUG 19016 --- [RMI TCP Connection(1)-16.168.146.181] sun.rmi.transport.tcp                    : RMI TCP Connection(1)-16.168.146.181: (port 56028) op = 80
2020-09-04 10:53:49.635 DEBUG 19016 --- [RMI TCP Connection(1)-16.168.146.181] sun.rmi.transport.tcp                    : RMI TCP Connection(1)-16.168.146.181: (port 56028) op = 80
2020-09-04 10:53:49.640 DEBUG 19016 --- [RMI TCP Connection(1)-16.168.146.181] sun.rmi.loader                           : RMI TCP Connection(1)-16.168.146.181: name = "java.rmi.MarshalledObject", codebase = ""
2020-09-04 10:53:49.644 DEBUG 19016 --- [RMI TCP Connection(1)-16.168.146.181] sun.rmi.loader                           : RMI TCP Connection(1)-16.168.146.181: name = "[B", codebase = ""
2020-09-04 10:53:49.650 DEBUG 19016 --- [RMI TCP Connection(1)-16.168.146.181] javax.management.remote.rmi              : connectionId=rmi://16.168.146.181  1 unwrapping query with defaultClassLoader.
2020-09-04 10:53:49.653 DEBUG 19016 --- [RMI TCP Connection(1)-16.168.146.181] sun.rmi.loader                           : RMI TCP Connection(1)-16.168.146.181: name = "javax.management.OrQueryExp", codebase = "", defaultLoader = jdk.internal.loader.ClassLoaders$PlatformClassLoader@6658db08
2020-09-04 10:53:49.656 DEBUG 19016 --- [RMI TCP Connection(1)-16.168.146.181] sun.rmi.loader                           : RMI TCP Connection(1)-16.168.146.181: name = "javax.management.QueryEval", codebase = "", defaultLoader = jdk.internal.loader.ClassLoaders$PlatformClassLoader@6658db08
2020-09-04 10:53:49.665 DEBUG 19016 --- [RMI TCP Connection(1)-16.168.146.181] sun.rmi.loader                           : RMI TCP Connection(1)-16.168.146.181: name = "javax.management.InstanceOfQueryExp", codebase = "", defaultLoader = jdk.internal.loader.ClassLoaders$PlatformClassLoader@6658db08
2020-09-04 10:53:49.674 DEBUG 19016 --- [main] javax.activation                         : MimetypesFileTypeMap: load HOME
2020-09-04 10:53:49.677 DEBUG 19016 --- [RMI TCP Connection(1)-16.168.146.181] sun.rmi.loader                           : RMI TCP Connection(1)-16.168.146.181: name = "javax.management.StringValueExp", codebase = "", defaultLoader = jdk.internal.loader.ClassLoaders$PlatformClassLoader@6658db08
2020-09-04 10:53:49.680 DEBUG 19016 --- [main] javax.activation                         : MimetypesFileTypeMap: load SYS
2020-09-04 10:53:49.689 DEBUG 19016 --- [RMI TCP Connection(1)-16.168.146.181] javax.management.remote.rmi              : connectionId=rmi://16.168.146.181  1, name=null, query=java.rmi.MarshalledObject@f6ec06c5
2020-09-04 10:53:49.683 DEBUG 19016 --- [main] javax.activation                         : MimetypesFileTypeMap: load JAR
2020-09-04 10:53:49.708 DEBUG 19016 --- [main] javax.activation                         : MimetypesFileTypeMap: !anyLoaded
2020-09-04 10:53:49.715 DEBUG 19016 --- [main] javax.activation                         : MimetypesFileTypeMap: not loading mime types file: /META-INF/mime.types
2020-09-04 10:53:49.716 DEBUG 19016 --- [main] javax.activation                         : MimetypesFileTypeMap: load DEF
2020-09-04 10:53:49.742 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: text/html, html
2020-09-04 10:53:49.746 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: text/html, htm
2020-09-04 10:53:49.747 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: text/html, HTML
2020-09-04 10:53:49.748 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: text/html, HTM
2020-09-04 10:53:49.749 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: text/plain, txt
2020-09-04 10:53:49.750 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: text/plain, text
2020-09-04 10:53:49.752 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: text/plain, TXT
2020-09-04 10:53:49.753 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: text/plain, TEXT
2020-09-04 10:53:49.754 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: image/gif, gif
2020-09-04 10:53:49.755 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: image/gif, GIF
2020-09-04 10:53:49.755 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: image/ief, ief
2020-09-04 10:53:49.756 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: image/jpeg, jpeg
2020-09-04 10:53:49.757 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: image/jpeg, jpg
2020-09-04 10:53:49.759 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: image/jpeg, jpe
2020-09-04 10:53:49.760 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: image/jpeg, JPG
2020-09-04 10:53:49.760 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: image/tiff, tiff
2020-09-04 10:53:49.760 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: image/tiff, tif
2020-09-04 10:53:49.761 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: image/png, png
2020-09-04 10:53:49.762 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: image/png, PNG
2020-09-04 10:53:49.763 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: image/x-xwindowdump, xwd
2020-09-04 10:53:49.764 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: application/postscript, ai
2020-09-04 10:53:49.766 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: application/postscript, eps
2020-09-04 10:53:49.769 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: application/postscript, ps
2020-09-04 10:53:49.769 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: application/rtf, rtf
2020-09-04 10:53:49.770 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: application/x-tex, tex
2020-09-04 10:53:49.771 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: application/x-texinfo, texinfo
2020-09-04 10:53:49.771 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: application/x-texinfo, texi
2020-09-04 10:53:49.772 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: application/x-troff, t
2020-09-04 10:53:49.772 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: application/x-troff, tr
2020-09-04 10:53:49.774 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: application/x-troff, roff
2020-09-04 10:53:49.775 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: audio/basic, au
2020-09-04 10:53:49.776 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: audio/midi, midi
2020-09-04 10:53:49.776 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: audio/midi, mid
2020-09-04 10:53:49.777 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: audio/x-aifc, aifc
2020-09-04 10:53:49.778 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: audio/x-aiff, aif
2020-09-04 10:53:49.779 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: audio/x-aiff, aiff
2020-09-04 10:53:49.781 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: audio/x-mpeg, mpeg
2020-09-04 10:53:49.781 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: audio/x-mpeg, mpg
2020-09-04 10:53:49.782 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: audio/x-wav, wav
2020-09-04 10:53:49.783 DEBUG 19016 --- [main] javax.activation                         : Added: MIMETypeEntry: video/mpeg, mpeg
2020-09-04 10:53:49.788 DEBUG 19016 --- [RMI TCP Connection(1)-16.168.146.181] javax.management.mbeanserver             : Exception calling isInstanceOf

java.lang.ClassNotFoundException: org/springframework/boot/actuate/endpoint/jmx/EndpointMBean
	at java.base/java.lang.Class.forName0(Native Method) ~[na:na]
	at java.base/java.lang.Class.forName(Class.java:398) ~[na:na]
	at java.management/com.sun.jmx.interceptor.DefaultMBeanServerInterceptor.isInstanceOf(DefaultMBeanServerInterceptor.java:1394) ~[na:na]
	at java.management/com.sun.jmx.mbeanserver.JmxMBeanServer.isInstanceOf(JmxMBeanServer.java:1091) ~[na:na]
	at java.management/javax.management.InstanceOfQueryExp.apply(InstanceOfQueryExp.java:107) ~[na:na]
	at java.management/javax.management.OrQueryExp.apply(OrQueryExp.java:97) ~[na:na]
	at java.management/javax.management.OrQueryExp.apply(OrQueryExp.java:97) ~[na:na]
	at java.management/com.sun.jmx.interceptor.DefaultMBeanServerInterceptor.objectNamesFromFilteredNamedObjects(DefaultMBeanServerInterceptor.java:1496) ~[na:na]
	at java.management/com.sun.jmx.interceptor.DefaultMBeanServerInterceptor.queryNamesImpl(DefaultMBeanServerInterceptor.java:560) ~[na:na]
	at java.management/com.sun.jmx.interceptor.DefaultMBeanServerInterceptor.queryNames(DefaultMBeanServerInterceptor.java:550) ~[na:na]
	at java.management/com.sun.jmx.mbeanserver.JmxMBeanServer.queryNames(JmxMBeanServer.java:619) ~[na:na]
	at java.management.rmi/javax.management.remote.rmi.RMIConnectionImpl.doOperation(RMIConnectionImpl.java:1485) ~[na:na]
	at java.management.rmi/javax.management.remote.rmi.RMIConnectionImpl$PrivilegedOperation.run(RMIConnectionImpl.java:1307) ~[na:na]
	at java.management.rmi/javax.management.remote.rmi.RMIConnectionImpl.doPrivilegedOperation(RMIConnectionImpl.java:1399) ~[na:na]
	at java.management.rmi/javax.management.remote.rmi.RMIConnectionImpl.queryNames(RMIConnectionImpl.java:570) ~[na:na]
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[na:na]
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62) ~[na:na]
	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[na:na]
	at java.base/java.lang.reflect.Method.invoke(Method.java:566) ~[na:na]
	at java.rmi/sun.rmi.server.UnicastServerRef.dispatch(UnicastServerRef.java:359) ~[na:na]
	at java.rmi/sun.rmi.transport.Transport$1.run(Transport.java:200) ~[na:na]
	at java.rmi/sun.rmi.transport.Transport$1.run(Transport.java:197) ~[na:na]
	at java.base/java.security.AccessController.doPrivileged(Native Method) ~[na:na]
	at java.rmi/sun.rmi.transport.Transport.serviceCall(Transport.java:196) ~[na:na]
	at java.rmi/sun.rmi.transport.tcp.TCPTransport.handleMessages(TCPTransport.java:562) ~[na:na]
